,Nickname,Review,Hashtag
6052,by_karong,  . . . . . 바르고 쓰고! . .,"광안리해수욕장,부산여행,부산당일치기,바다스타그램,날씨는,맑음,선크림,마스크,댕겨오기,일상공유,일상스타그램,여행지추천,공유,카페공유,카페소통,좋아요그램,선팔하면맞팔,선좋아요맞좋아요"
6053,zesnie_,,"컴페니언,companion"
6054,hh_hhm_, 동네카페같은데 나름 예뿌네 . . .,"울산,삼산동카페,제이드마운틴,루프탑카페,나름포토존도있음,카페스타그램,일상,데일리,불금,나는집으로,내일,드뎌주말"
6055,comoosoo, 간단하게 콘푸로스트로 점심 호랑이 기운아 솟아라 . . .,"콘푸로스트,시리얼,간단식사,간편식사,점심메뉴,존맛,간식,간식스타그램,점심,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,맛집그램,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
6056,zesnie_, 인생라떼,노워즈
6057,taxxy._.gram, 알록달록1탄 파운드케이크2탄 . . . . . . .,"호라이즌16,horizon16,마카롱맛집,마카롱,연남동카페,연남동맛집,호라이즌식스틴,연남동빵집,호라이즌,호라이즌16파운드,파운드케이크,디저트맛집,빵맛집,연남동데이트,연남동핫플,연남동디저트,horizon,연남동가볼만한곳"
6058,beatus__utopia,,"썸머포유,찌니_행궁동"
6059,kgm868686, 2020.04.14. 프라프치노 이벤트 커피 쿠폰이 있어서 다 사용하기 ㅎㅎ @marieclairekorea / @loguekorea / @dawoon_aa 에서 선물받음,"턴잉모임,스타벅스,커피쿠폰,부자,돌체콜드브루,딸기요거트,라임패션티,자바칩,촉촉초콜렛케익,생일머리띠,축하감사해요,마리이벤트,LG전자,톤플러스프리,블루투스이어폰,로그몰,팔로우이벤트,비타캐리어,대상웰라이프,웰라이프로,이벤트,스타벅스앱,생일쿠폰,카페스타그램,일상,소통,좋아요,굿,감사합니다,잘먹었어요"
6060,kgm868686, 2019.05.18. @dahyang52,"다향오리,고추장주물럭,토종우리닭,또와서,냠냠,비오는날,막걸리,진리,매콤,담백,존맛탱,저번은,단짠단짠,맛났는데,오늘은,매콤담백,맛남,신기방기,오늘,더맛난느낌,볶음밥,찍음,진짜,맛있다,진리다,대박이다ㅋㅋ,먹스타그램,술스타그램,맛스타그램"
6061,kgm868686, 2019.04.17. 에취해 ㅋ,"더퀴즈라이브,막걸리,잠,비몽사몽,사람들따라,선택,우승했네,뭐찍었는지,기억도안남,ㅎㅎㅎ,428캐시"
6062,yun.sojin,,"중랑포차맛집,으악포차,멸치국수,술스타그램"
6063,yun.sojin,,"코로나싫다,소르륵카페,얼마만이야,동네카페"
6064,kgm868686," 2020.05.04. ----->>> 옆으로 넘겨주세요 7인피셜 주인공들에 질문에 나만의 비법등을 썼더니 더마온키트에 당첨됐다 비록 샘플이지만 ㅎ 크림은 그전에 써봐서 좋다는거 알고 있었고 로션도 역시나 촉촉하게 잘 흡수 되서 보습에 효과적이었다 굿~ [에스트라 아토베리어 365로션] - 손상된 피부 장벽 기능을 강화해 주는 고보습 로션, 더마온 성분이 건조한 피부에 빠르게 흡수되어 피부를 보호하고 촉촉함을 오래 유지시켜 줍니다 [에스트라 아토베리어 365크림] - 손상된 피부 장벽기능을 강화해주는 고보습 캡슐 크림. 더마온 성분이 피부 보습막을 형성하여 매일매일 건조한 피부에 강력한 보습을 제공합니다 @aestura.official 에서 제공받음","7인피셜,에스트라,더마온키트,언박싱,상자너무,귀여움,에스트라,아토베리어365로션,아토베리어365크림,본인피셜,반전로션,산뜻한흡수,든든한보습,캡슐크림,눈에보이는캡슐,보습장벽,홈케어,화장품,보습,건성피부,후기스타그램,일상,소통,좋아요,굿,이뻐지자,추천"
6065,kgm868686, 2020.08.05. ) 카페오미니 5일에 아메리카노 천원이라서 ㅎㅎ 돼지갈비 먹고 카페로 궈궈 쌤이 커피랑 빵까지 사주심 우왕 감사합니다 ㅎㅎ,"카페오미니,부산시청점,점심시간,아이스아메리카노,5일엔천원,카페라떼아이스,까눌레,카페스타그램,부산카페,부산카페추천,연산동카페,부산시청카페,빵맛집,일상,소통,좋아요,굿"
6066,cafe_girok, 차분하고 깔끔함이 돋보이는 시너리 이수 1호점 서울숲과는 다른 분위기를 느낄 수 있다. ——————————————————— where: 서울 동작구 사당로25가길 1 1층 when: 12:00 - 22:00 what: 브라운치즈크로플 (5.0) 아메리카노 (4.5),ㅋㅍㄱㄹ
6067,cafe_onni,,"이태원카페,녹사평카페,슈가레인,카페스타그램,카페투어,onni_서울"
6068,kgm868686, 2019.03.14. ㅋ 못받을줄 알았는데 ㅋ,"화이트데이,팀장님,과쌤들,ㅊㅈ님,친한언니,너무너무,감사합니다,잘쓰고,잘먹을게용,선물스타그램,사탕,초콜렛,과자,폼클렌징"
6069,kgm868686, 2020.06.07. 맥심 티오피에서 스위트아메리카노 당첨되서 왔다 온지는 좀 됐는데 이제서야 올리네 ㅎㅎ 아부지 어무이 두분다 맛보시고 맛있다고 좋아하셨다 어무이는 벌써 산에 가실때 챙겨다니셨고 ㅎㅎ 나도 친구들이랑 나들이 갈때 챙겨갔다 ㅎㅎ 피크닉하면서 얼음컵에 요 스위트아메리카노 부어서 마시니깐 ㅋㅋ 굿~~~ 어디 나갈때 들구 다니기 너무 딱 좋은 맥심TOP~ 다들 좋아함~ @maxim_t.o.p 에서 선물받음,"맥심티오피,BINGO,이벤트,당첨,스위트아메리카노,1박스,당첨,후기스타그램,일상,소통,좋아요,굿,피크닉,카페,감사합니다,나른한오후,딱"
6070,yun.sojin, JUICE,"JOE,현대백화점아울렛동대문점,오랜만에만남,사줘서고마워,몸에좋은"
6071,kgm868686, 2019.08.07. ㅎ,"뮬라웨어,만원의행복,뮬릭숏슬리브,블랙,운동도안하면서,지름ㅋ,평소에,입으면될듯,부드럽고,시원하다,계속,만원에,팔고있음,작은사이즈도,있어서,너무좋음"
6072,comoosoo," 요즘 푹 빠진 천연비누 카렌듈라 꽃잎향이 이렇게 좋을수가~ 향기도 좋고 예뻐서 선물용으로도 좋은 서인하우스 비누 네이버에 '김해 서인하우스' 검색하면 스토어팜,블로그에서 더 많은 정보를 볼수있음 . . .","서인하우스,카렌듈라비누,카렌듈라꽃잎,천연비누,주문제작,soap,beauty,뷰티,클렌징비누,올인원비누,mp비누,답례품,답례품추천,비누,비누추천,뷰스타그램,뷰티스타그램,여자친구선물,김해서인하우스,선팔,맞팔,소통,좋반,팔로우,일상,데일리,daily,f4f"
6073,comoosoo," 삿갓유통에서 주문한 양념꽃게살 도착 게장은 발라먹기 귀찮아서 잘 안챙겨먹게되는데 삿갓유통 양념꽃게살은 국내산 숫꽃게의 살,내장만 발라져있어서 숱가락으로 푹푹 떠먹으니 넘 편하다 그냥 밥위에 올려먹어도 맛있고 밥에 꽃게살,참기름넣고 비벼먹어도 꿀맛 먹기도 편하고 맛있어서 진짜 좋다 이거 완전 밥도둑... 나처럼 귀차니즘 심한 자취생 반찬으로도 추천 . . 구입 @sgmarket.kr . .","삿갓유통,양념순살게장,양념꽃게살,양념꽃게장,게장,양념게장,반찬,밥도둑,집밥,집밥스타그램,홈쿡,맛스타그램,푸드스타그램,먹스타그램,꽃게,게장맛집,자취생,자취생요리,온더테이블,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
6074,kgm868686, 2020.05.07. 샥라떼랑 텐퍼센트가 콜라보한다고 해서 5월이 되기만을 기다렸다 ㅎㅎ 남포동에 있는 샥라떼. 사실 안마셔 봐서 궁금했는데 ㅎㅎ 텐퍼에서 5월에 출시한다고 했는데 이제 가봄 ㅎㅎ 행사라 그런가 샥라떼 주문하니 리유저블 컵 증정해줌 우와 대박 ㅎㅎㅎ 포인트로 결제 했더니 ㅎㅎ 증정 ㅎㅎ 텐퍼센트에서 받는 날이구만 샥라떼는 아인슈페너 작은 버전 같은 느낌 ㅎㅎㅎ 커피가 진해서 좋다 나한텐 ㅋㅋㅋ 컵도 귀욤~ 커피 맛집 텐퍼센트~ 나한텐 커피맛집이다 ㅎㅎ 내 스탈 커피임(산미있는거 안좋아하는 나 텐퍼는 진한것이 나한테 딱임),"점심시간,텐퍼센트,시청점,샥라떼,콜라보,달고나버블라떼,에코백도,카페스타그램,커피맛집,직장인스타그램,일상,소통,좋아요,굿"
6075,taxxy._.gram, 오늘 비도오고 기분도 꾸리꾸리하니까 차돌짬뽕을!! (해장인건 안비밀) . . . . . .,"먹스타그램,먹스타,일상,일상스타그램,먹방,맛집,맛집스타그램,맛스타그램,음식,음식사진,음식스타그램,맞팔,존맛,선팔,짬뽕맛집,좋아요반사,좋반,일산맛집,맞팔해요,소통,팔로우환영,선팔맞팔환영,먹스타소통,데일리,daily,l4l,f4f,선팔하면맞팔,꾸리꾸리,짬뽕"
6076,cadette_jeon,  ,
6077,comoosoo, 내가 좋아하는 과자 다이제 이번에 오리온 신상으로 다이제 씬 출시! 얇아지니 바삭한 식감이 더 살아나고 여전히 달달한게 맛있다 당충전하기 정말 좋은 다이제씬 소포장되어있어서 먹고싶은만큼만 꺼내 먹을 수 있어서 더 좋다 다이제씬 핵인싸템 . . .,"오리온,신상과자,과자,과자스타그램,다이제,다이제씬,씬다이제,핵인싸,인싸템,핵인싸템,과자추천,초코과자,간식,간식추천,간식스타그램,초콜릿,푸드스타그램,맛스타그램,먹스타그램,디저트,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
6078,comet.way, 유난히도 짧았던 가을 티라미수 맛있는데 양 대비 가격이.. ㅡ2018년 10월,"망원동티라미수,연남동카페,필름사진,필름카메라"
6079,cafe_onni,,"이대,이대카페,폴바셋,paulbassett,카페스타그램,카페투어,에그타르트,onni_서울"
6080,beatus__utopia, 따뜻한 느낌의,"애프터피크니크,찌니_행궁동"
6081,maeng._.ing, 카투 ღ ღ,"대구,대구근교카페,마르텐사이트"
6082,suyu.naldaramgi, 숙대입구 '오츠커피' 아인슈페너 존맛 오츠커피 존맛 미쳤다리 미쳤다 커피가 존맛탱 아인슈페너도 맛있었지만 오츠커피의 꼬소함 무엇? 내 맘속 아인슈페너 1위는 종로쪽에있지만 여기도 최고임ㅋㅋㅋ 숙대쪽가면 꼭 가봐야할 카페이다 나는 이번주 또가는건 안비밀 재방문의사 있음,"오츠커피,아인슈페너,숙대카페,숙대,효창공원카페,카페탐방"
6083,comoosoo," 간만에 고양스타필드 데이트! 고양스타필드 셰프리에서 식사 분위기도 완전 좋고 스테이크,랍스타를 저렴한 가격에 먹을 수 있어서 데이트하기 좋은 곳 단체석도 있어서 모임장소로도 제격! 랍스터 정말 맛있드아 담에 꼭 또 가고싶은 곳","맛집투어,일산맛집,일상,소통,선팔,맞팔,팔로우,맛스타그램,먹스타그램,고양스타필드,고양스타필드맛집,스테이크맛집,데이트,데이트코스,럽스타그램,셰프리,고양스타필드셰프리,야식,맛집"
6084,comoosoo, 중국 마라탕 전문점 미연마라탕 매장도 깔끔하고 메뉴도 맛있다 식사뿐만아니라 술 한잔 하기도 좋은 곳 앞으로 종종 가게될 것 같다 . . .,"맛집,경희대맛집,소통,친스타그램,경희대마라탕,회기역맛집,회기역마라탕,마라탕맛집,마라탕,회기맛집,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,디저트,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
6085,a_cafe_record, 제주에서 만난 귀여운 빵집 ,
6086,cafe_030, 노랑이 포인뚜 신촌역 안에 있어 기다리면서 잠시 들린 곳 - 8b dolce,
6087,kgm868686, 2019.03.28.,"국제신문,지역신문,박정민기자,우리엄마,기사에실림,이정수,생태체험지도사,숲해설사,회동수원지소개,회동수원지,땅뫼산,금정산,걷고,해설,듣고싶으면,금정구청,신청하세요,스크랩하는딸,홍보,많이들신청해주세요"
6088,kgm868686, 2020.01.30. 식당이름은 조금 ㅎㅎ 그렇지만 가성비 좋은 식당 5만원 코스 시켰는데 많이 나오고 맛있었다 ㅎㅎ 모임 맴버 언니 딸이 왔는데 들어오는 사람들에게 고사리 손으로 쿠키 선물해줌 ㅎㅎ 완전 귀엽고 사랑스럽고 기분 좋았다 4살인데 ㅎㅎ 말도 잘하고 낯도 안가리고 모임이 밝아진 느낌... 이제 못나와서 아쉽지만 쿠키 잘먹었어용 ㅎㅎㅎ,"목우회,모임,뽕사시미,중구,코스요리,코스,먹스타그램,먹방,배터지겠다,일상,소통,좋아요,굿"
6089,kgm868686,,"호캉스,야놀자,잼라이브,75B3WI,육성재,광고,웃김"
6090,dolphinman9un, 고즈넉성애자,
6091,comoosoo, 남자친구랑 종로데이트 갔다가 점심먹으러 간 포탈라 분위기도 이색적이고 맛도 좋고 가성비 짱인 곳이라 데이트장소로 좋다:) 맛있는 인도음식먹고 1분거리인 청계천 서울빛초롱축제까지!! 완벽했던 데이트 . . .,"맛집,종로맛집,서울빛초롱축제,포탈라,종각맛집,청계천맛집,종로데이트,인도카레맛집,청계천데이트,인도음식맛집,인사동맛집,포탈라인도음식점,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,맛집그램,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
